assignee,count
Tegze P. Haraszti,1
"Tektronix, Inc.",1
"Telcordia Technologies, Inc.",1
"Teledyne Lighting And Display Products, Inc.",1
"Thales, Centre National De La Recherche Scientifique (C.N.R.S)",1
"Thales, Le Centre National de la Recherche",1
The 10Th Research Institute Of China Electronics Technology Group Corporation,1
"The Brigham And Women's Hospital, Inc.",1
The Board Of Trustees Of The University Of Arkansas,1
"University Of South Florida, H. Lee Moffitt Cancer Center And Research Institute, Inc., The Regents Of The University Of California",1
"The Board of Trustees of the Leland Stanford Junior Universit, Honda Patents & Technologies North America, Llc",1
The Board of Trustees of the Leland Stanford Univeristy,1
"University Of Southern California, Seeqc",1
University Of South Carolina,1
The Curators Of The University Of Missouri,1
"The Curators Of The University Of Missouri, Musc Foundation For Research Development",1
The Davey Company,1
The Florida International University Board Of Trustees,1
"The Board Of Trustees Of The Leland Stanford Junior University, Research Development Corporation Of Japan",1
"The Board Of Trustees Of The Leland Stanford Junior University, Ntt Corporation",1
University Of Vienna,1
The Aerospace Corporation,1
The Arizona Board Of Regents,1
The Arizona Board Of Regents On Behalf Of The University Of Arizona,1
The Board Of Regents,1
The Board Of Regents For Oklahoma State University,1
The Board Of Regents Of The University Of Oklahoma,1
The Board Of Regents Of The University Of Texas System,1
The Board Of Trustees Of The Leland Standford Junior University,1
"University Of Utah, Research Foundation",1
The Board Of Trustees Of The Leland Stanford Jr. University,1
University Of Tokyo,1
Universrité de Geneve,1
Xi'an Jiaotong University,1
Spire Corporation,1
"Spiricon, Inc.",1
"Valmont Industries, Inc.",1
"Vala Sciences, Inc.",1
Stanolind Oil & Gas Co,1
"Starfire Electronic Development & Mktg., Ltd.",1
"Starkey Laboratories, Inc.",1
Stellenbosch University,1
"Sti Medical Systems, Llc",1
Stmicroelectronics (Crolles 2) Sas,1
"Stmicroelectronics (Crolles 2) Sas, Stmicroelectronics Sa, Commissariat A L'energie Atomique Et Aux Energies Alternatives",1
Spectrum Dynamics Medical Limited,1
Spectrospin Ag,1
Varuna Biomedical Corporation,1
"Soneter, Inc.",1
"Sony Corporation, Sony Pictures Entertainment Inc.",1
Sony Deutschland Gmbh,1
Vega Grieshaber Kg,1
Sony Semiconductor Solutions Corporation,1
Sopha Praxis,1
Spansion Llc,1
"Vector Magnetics, Inc.",1
Sophos Limited,1
"Sotera Wireless, Inc.",1
Vasyl Molebny,1
South China University Of Technology,1
Stmicroelectronics S.A.,1
Vaisala Oyj,1
Ut-Battelle Llc,1
"T-Mobile Usa, Inc.",1
TCL Research America Inc.,1
Taiwan Semiconductor Manufacturing Co. Ltd.,1
Utah State University,1
Taiwan Semiconductor Manufacturing Company Limited,1
Syracuse University,1
Takata-Petri Ag,1
Tarbiat Modares University,1
Tatung Company,1
Taylor Geoff W,1
Uniwersytet Jagiellonski,1
System Planning Corporation,1
"Streamline Automation Llc, Wake Forest University",1
Sunnybrook Health Sciences Centre,1
"Stress Photonics, Inc.",1
"Sumitomo Electric Industries, Ltd.",1
"Sumitomo Heavy Industries, Ltd.",1
"Sumitomo Special Metals Co., Ltd.",1
"Sun Microsystems, Inc.",1
"Sun Microsystems, Incorporated",1
Sunrun Inc.,1
Synapse B.V.,1
"Sutro Biopharma, Inc.",1
"Suzhou Institute of Nano-tech and Nano-bionics, Chinese Academy of Sciences",1
"Utilidata, Inc.",1
Swiss Reinsurance Company Ltd.,1
Swisscom Ag,1
"Symbios, Inc.",1
The Government Of The United States Of America As Represented By The Secretary Of The Air Force,1
"University Of Rochester, Consiglio Nazionale Delle Ricerche—Cnr",1
"The University Of Sydney, Trustees Of Dartmouth College",1
Unity Semiconductor Corporation,1
The University Of Tokyo,1
"Unity Biotechnology, Inc.",1
United States Steel Corporation,1
"Therma-Wave, Inc.",1
"Third Wave Technologies, Inc.",1
Thomas J Routt,1
"Thomas Patrick Ryan, Donald Bobbitt Jones",1
United States Of America As Represented By The Secretary Of The Navy,1
"Thorlabs Quantum Electronics, Inc.",1
Thornton Robert L,1
Tianjin University,1
"Tianjin Yitong Electric Technology Development Co., Ltd.",1
The University Of Sydney,1
Universitat Zurich,1
University Of Central Florida,1
The University Of Hawaii,1
University Health Network,1
The University Of New Mexico,1
"University College Cork, National University Of Ireland, Cork",1
"The University Of Southern Mississippi, The Regents Of The University Of California",1
The University Of Notre Dame,1
The University Of Notre Dame Du Lac,1
The University Of Queensland,1
"Universite Libre De Bruxelles, Centre National De La Recherche Scientifique",1
The University Of Rochester,1
Universite Libre De Bruxelles,1
"Tianjin Zhonghuan Quantum Tech Co., Ltd.",1
"Tiwari; Sandip, Wind; Samuel Jonas",1
United States Of America As Represented By The Secretary Of The Air Force,1
"Ubiqd, Llc",1
"Ultratech, Inc.",1
"Ts Tech Co., Ltd.",1
Ultrasonix Medical Corp.,1
Tso-Cheng Chien,1
Ultra-Probe,1
Tucci; Robert R.,1
"URC Ventures, Inc.",1
Trustees Of Dartmouth College,1
Turing Inc.,1
"Tut Systems, Inc.",1
U.S. Department Of Energy,1
"U.S. Genomics, Inc.",1
Trustees Of Princeton University,1
Trustees Of Columbia University In The City Of New York,1
Tokitae Llc,1
"Topcon Medical Systems, Inc.",1
Tokyo Electron Limited,1
United States Of America As Represented By The Administrator Of Nasa,1
Tokyo Institute Of Technology,1
"Tokyo Institute Of Technology, Nichia Corporation",1
Tomophase Corporation,1
Topcon Corporation,1
Tottori University,1
"TripleBlind, Inc.",1
"Toyota Jidosha Kabushiki Kaisha, The University Of Electro-Communications",1
"Toyota Motor Europe, The Governing Council Of The University Of Toronto",1
Tracbeam Llc,1
Unist (Ulsan National Institute Of Science And Technology),1
Trimble Ab,1
The University Of British Columbia,1
The University Of Akron,1
The United States of America as represented by the Secreatary of the Navy,1
The Research Foundation Of State University Of New York,1
"The Regents Of The University Of Colorado, A Body Corporate, Universitat Innsbruck",1
"The Regents Of The University Of Colorado, Astra Lite, Inc.",1
"The Regents, University Of California",1
The Research Foundation For The State University Of New York,1
The Research Foundation Of The City University Of New York,1
"University Of New Orleans Research And Technology Foundation, Inc.",1
"The Rowland Institute For Science, Inc.",1
University Of New Mexico,1
"The Schepens Eye Research Institute, Inc., The Ohio State University",1
University Of Massachussetts Lowell,1
"University Of Maryland, Duke University, University Of British Columbia",1
"The Regents Of The University Of Colorado, A Body Corporate, Astra Lite, Inc.",1
"The Regents Of The University Of California, Japan Science And Technology Agency",1
The Secretary Of State For Defence In Her Britannic Majesty's Government Of The United Kingdom Of Great Britain And Northern Ireland,1
The Joan and Irwin Jacobs Technion-Cornell Innovation Institute,1
University Of Rochester,1
"The Mitre Corporation, President And Fellows Of Harvard College",1
"The National University Of Singapore, Institute Of Materials Research & Engineering",1
The Ohio State University,1
"The Regents Of The University Of California, Brigham Young University",1
"The Phoenix Company Of Chicago, Inc.",1
The Programmable Matter Corporation,1
University Of Notre Dame Du Lac,1
"The Regent Of The University Of California, Medisens Wireless, Inc.",1
University Of North Dakota,1
The Texas A&M University System,1
The United States of America as Represented by the Administrator of National Aeronautics and Space Administrator,1
The United States Of America As Represented By The Secretary Of The Interior,1
University Of Hawaii,1
"University Of Georgia Research Foundation, Inc.",1
"University Of Florida Research Foundation, Inc.",1
"The United States Of America As Represented By The Secretary Of The Department Of Health, Education And Welfare",1
"University Of Connecticut, Opel, Inc.",1
The United States Of America As Represented By The Department Of Commerce,1
The United States Of America As Represented By The United States Deparment Of Energy,1
University Of Connecticut,1
"The United States Of America, As Represented By The Secretary Of Commerce, University Of Maryland",1
University Of Cincinnati,1
The United States Of America As Represented By The Department Of Health And Human Services,1
The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,1
"University Of Iowa Research Foundation, The Regents Of The University Of California",1
"The Trustees Of Dartmouth College, Laxense Inc., Massachusetts Institute Of Technology",1
"University Of Maryland, Baltimore, The United States Of America As Represented By The Department Of Veterans Affairs, St. Jude Medical, University Of Maryland, College Park",1
University Of Macau,1
University Of Iowa Research Foundation,1
The United States Of America As Represented By The Administrator Of National Aeronautics And Space Administration,1
"The Trustees Of Princeton University, The Regents Of The University Of Michigan",1
"The Trustees Of Princeton University, The University Of Southern California",1
University Of Houston System,1
"The Trustees Of The University Of Pennsylvania, Louisiana Tech University Foundation, Inc.",1
"The United States Of Amerca, As Represented By The Secretary Of Commerce",1
"Somle Development, L.L.C.",1
"Solyndra, Llc",1
Solyndra Llc,1
"Wave Computing, Inc.",1
Rensselaer Polytechnic Institute,1
Reputation.com,1
"Research Corporation Technologies, Inc.",1
"Western Digital Technologies, Inc.",1
Research Development Corporation Of Japan,1
Research Foundation Of State University Of New York,1
Research Foundation Of The City University Of New York,1
"Rheinisch-Westfälische Technische Hochschule (Rwth) Aachen, Forschungszentrum Jülich GmbH",1
"Ricoh Company, Limited",1
"Ricoh Company, Ltd.",1
"Ricoh Company, Ltd., Kanazawa Institute Of Technology",1
"Ricoh Company, Ltd., National University Corporation Tokyo Medical And Dental University",1
West Affum Holdings Corp.,1
Renesas Technology Corp.,1
Westinghouse Electric Corporation,1
Regents Of University Of Minnesota,1
Wipro Limited,1
Radio Physics Solutions Ltd.,1
Rambus Inc.,1
Ramot At Tel Aviv University Ltd.,1
Randaemon Sp. Z O.O.,1
Rapsodo Pte. Ltd.,1
"Wireless Mems, Inc.",1
Raytheon Bbn Technologies Corp,1
"Whisker Labs, Inc.",1
"Raytheon Company, Evident Technologies, Inc.",1
"William Perry Ragan, Jack Ragan",1
"Will Ragan, Jack Ragan",1
"Regeneron Pharmaceuticals, Inc.",1
Rigetti & Co.,1
Werth Messtechnik Gmbh,1
Rolf Eisenring,1
Weinberg Medical Physics Llc,1
"Rockwell Collins, Inc.",1
Rockwell International Corporation,1
Rogerio Passy,1
Rohde & Schwarz Gmbh & Co. Kg,1
Rohm And Haas Electronic Materials Korea Ltd.,1
"Rosenberry W K, Zeta Research",1
"Rockstar Bidco, LP",1
Rosetta Inpharmatics Llc,1
Routt Thomas J,1
"Wavetec Vision Systems, Inc.",1
Rudolph J. Werlink,1
"Rutgers, The State University Of New Jersey",1
Wavecrest Corporation,1
"Rockwell Automation Technologies, Inc.",1
"Roche Diagnostics Operations, Inc.",1
"Riken, Nec Corporation",1
Robert Anderson Malaney,1
Wensheng Hua,1
Robert H Davis,1
Robert Ralph Tucci,1
"Robert Raussendorf, Hans Briegel",1
Robert Tucci,1
Weinberger; Lester,1
Roche Diagnostics Gmbh,1
Roche Diagnostics International Ag,1
"Radian Memory Systems, Inc.",1
R3 Ltd.,1
Promega Corporation,1
PronetLabs Ltd.,1
Protalix Ltd.,1
Prysmian Cavi E Sistemi Energia S.R.L.,1
"Pure Storage, Inc.",1
"Prognosys Biosciences, Inc.",1
Q-CTRL Pty Ltd,1
QMware AG,1
"U.S. Government As Represented By The Director, National Security Agency",1
"Qeexo, Co.",1
Qest Quantenelektronische Systeme,1
"Projectionworks, Inc.",1
"President And Fellows Of Harvard College, Massachusetts Institute Of Technology",1
"Pivotal Commware, Inc.",1
"Pixim, Inc.",1
"PlaceIQ, Inc.",1
Plant Research International B.V.,1
Polaronix Corporation,1
Polyera Corporation,1
"Power Integrations, Inc.",1
"Pqsecure Technologies, Llc",1
"Practichem, Llc",1
"Pranalytica, Inc.",1
President & Fellows Of Harvard College,1
Qest Quantenelektronische Systeme Gmbh,1
Qimonda Ag,1
Qutools Gmbh,1
"Quantumctek Co., Ltd.",1
"Wisys Technology Foundation, Inc.",1
"Wisconsin Alumni Research Foundation, University Of Massachusetts, University Of Maryland, College Park",1
"Quantum Magnetics, Inc.",1
Quantum Motion Technologies Limited,1
Quantum Valley Ideas Laboratories,1
Quantum Valley Investment Fund LP,1
"Wisconsin Alumni Research Foundation, Universitaet Des Saarlandes",1
"Quantum Group, Inc.",1
"Quantumctek Co., Ltd., Shandong Institute Of Quantum Science And Technology Co., Ltd.",1
"Qubit Moving And Storage, Llc",1
Qucor Pty Ltd.,1
Quintessencelabs Pty Ltd.,1
Quantum Logic Corporation,1
Quantum Dynamics Inc Elastroni,1
Qinetiq,1
Quantum Biometronics Private Company,1
"Qingdao Yichenleishuo Technology Co., Ltd",1
Xerox Corp,1
"Wuhan Institute Of Physics And Mathematics, The Chinese Academy Of Sciences",1
"Quantum Applied Science And Research, Inc.",1
"Wuhan Eoptics Technology Co., Ltd.",1
Quantum Corp.,1
"Quantum Dynamics Company, Inc.",1
Quantum Corporation,1
"Quantum Dental Technologies, Inc.",1
"Wuhan China Star Optoelectronics Semiconductor Display Technology Co., Ltd.",1
Quantum Diamond Technologies Inc.,1
Quantum Dot Corporation,1
"Rutgers, The State University Of New Jersey, New Jersey Institute Of Technology",1
"Solulink, Inc., The University Of Chicago",1
S.H.E. Corporation,1
"Shanghai Tianma AM-OLED Co., Ltd.",1
Shanxi University,1
Shaowen Song,1
Shell Oil Company,1
"Shenzhen Jufei Optoelectronics Co., Ltd.",1
"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",1
"Shenzhen Tcl New Technology Co., Ltd",1
"Shoot-A-Way, Inc.",1
Showa Denko K.K.,1
Vialogy Llc,1
Vialogy Corporation,1
Shanghai Jiao Tong University,1
"Shanghai Institute Of Microsystem And Information Technology, Chinese Academy Of Sciences",1
Shanghai Huahong Grace Semiconductor Manufacturing Corporation,1
Sensornet Limited,1
Senior Scientific Llc,1
"Sense Photonics, Inc.",1
Sensitec Gmbh,1
"Virginia Tech Intellectual Properties, Inc.",1
"Sensor Electronic Technology, Inc.",1
Sensovation Ag,1
Viavi Solutions Inc.,1
Senspec Gmbh,1
Victoria Link Ltd,1
Seoul National University Industry Foundation,1
"Seoul Opto Device Co., Ltd.",1
"Seoul Semiconductor Co., Ltd., Litec-Lp Gmbh",1
"Siemens Aktiengesellschaft, International Business Machines Corporation",1
Siemens Aktiengsellschaft,1
Siemens Healthcare Diagnostics Inc.,1
Silverbrook Research Pty. Ltd,1
Simplex Quantum Inc.,1
"Sirna Therapeutics, Inc.",1
"Sivananthan Laboratories, Inc.",1
Venkatachalam Muthusamy,1
"Skc Hi-Tech & Marketing Co., Ltd.",1
Siliconix Incorporated,1
"Skogen Erik J, Anna Tauke-Pedretti",1
"Skorpios Technologies, Inc.",1
Skyline Partners Technology Llc,1
Smith; Robert F.,1
Socpra Sciences Et Génie S.E.C.,1
Sogang University Research Foundation,1
"Siluria Technologies, Inc.",1
Vialogy Corp,1
"Sien (Qingdao) Integrated Circuits Co., Ltd",1
"Sigma-Aldrich Gmbh, BAM Bundesanstalt für Materialforschung und-prüefung",1
"Sigray, Inc.",1
Sii Nano Technology Inc.,1
Sikorsky Aircraft Corporation,1
"Silicon Graphics, Inc.",1
Verizon Corporate Services Group Inc.,1
Silicon Image,1
"Verizon Services Operations, Inc.",1
Silicon Semiconductor Corporation,1
"Silicon Storage Technology, Inc.",1
"Semiconductor Components Industries, Llc",1
"Samsung Electronics Co., Ltd., Research & Business Foundation Sungkyunkwan University",1
"Samsung Electronics Co., Ltd., California Institute Of Technology",1
"Samsung Electronics Co., Ltd., Institute Of Lebedev Physical Institute Of Russian Academy Of Science",1
"Samsung Electronics Co., Ltd., Korea University Research And Business Foundation",1
"Samsung Electronics Co., Ltd., Samsung Display Co., Ltd., Samsung Sdi Co., Ltd.",1
"Samsung Electronics Co., Ltd., Samsung Sdi Co., Ltd.",1
"Samsung Electronics Company, Ltd.",1
"Samsung Electronics, Co., Ltd.",1
"Samsung Sdi Co., Ltd.",1
Wangler; Richard J.,1
W. R. Grace & Co.,1
Sae Magnetics (H.K.) Ltd.,1
Washington State University,1
SK Hynix Inc.,1
"STMicroelectronics (Crolles 2) SAS; STMicroelectronics SA, Commissariat A L'energie Atomique Et Aux Energies Alternatives",1
Sabic Global Technologies B.V.,1
"Sadegh RAEISI, Michele MOSCA, Maria Kieferova",1
"Salesforce.Com, Inc.",1
"Samsung Electrionics Co., Ltd.",1
Saluda Medical Pty Ltd,1
Samsara Inc.,1
"Samsung Display Co., Ltd., Industry-Academia Cooperation Foundation, Hongik University",1
"Samsung Display Co., Ltd., Korea Institute Of Science And Technology, Korea Advanced Institute Of Science And Technolog",1
Samulski Thaddeus V,1
San-Qi Li,1
Seliskar John J,1
"SeeQC, Inc.",1
"Science Research Laboratory, Inc.",1
Scientific Computer Systems Corporation,1
Scintrex Limited,1
Seagate Removable Storage Solutions Llc,1
Seagate Technology Llc,1
Second Foundation,1
Vista Clara Inc.,1
Sceptre Electronics Limited,1
Visa International Service Association,1
"Virtual Pro, Inc.",1
Selas Corporation Of America,1
"Virginia Tech Intellectual Properties, Inc., Lambda Instruments, Inc.",1
Selca S.P.A.,1
"Scanit Technologies, Inc.",1
"Sanyo Electric Co., Ltd.",1
"Voapps, Inc.",1
"Sanken Electric Co., Ltd.",1
Vlt Corporation,1
Santa Clara,1
Sap Se,1
"Scale Tec, Ltd.",1
Vizio Inc,1
"Sarnoff Corporation, Sarnoff Europe Bvba",1
Sas Institute Inc.,1
Saudi Arabian Oil Company,1
"Savannah River Nuclear Solutions, Llc",1
Shimadzu Corporation,1
Inernational Center for Quantum Optics & Quantum Technologies LLC,1
Indiana University Research And Technology Corporation,1
Chih-Hsin Wang,1
"China University Of Mining And Technology, Xuzhou Goldfluid Hydraulic Technology Development Co., Ltd.",1
"Christie Digital Systems Usa, Inc.",1
Christopher Cantwell,1
Christopher Papile,1
Christopher V. Beckman,1
"Chukanov Quantum Energy, L.L.C.",1
Chungbuk National University Industry-Academic Cooperation Foundation,1
"Chunghwa Telecom Co., Ltd.",1
Ci Systems (Israel) Ltd.,1
Cidra Corporation,1
Ciena Corporation,1
Cirque Corporation,1
City Of Hope,1
Clauser John F,1
Clearsight Systems Inc.,1
Cognex Corporation,1
Cognizant Technology Solutions India Pvt. Ltd.,1
Cognizant Technology Solutions U.S. Corporation,1
Coinbase Il Rd Ltd.,1
China Academy Of Telecommunications Technology,1
Chi Yung Fu,1
Color Savvy Systems Limited,1
Chevron U.S.A. Inc.,1
Candit-Media,1
"Canon Kabushiki Kaisha, Hitachi, Ltd.",1
Capitalbio Corporation,1
"Cardiomag Imaging, Inc.",1
Carl Scott Elofson,1
Carl Zeiss Industrielle Messtechnik Gmbh,1
"Carl Zeiss Meditec, Inc.",1
Carl-Zeiss-Stiftung,1
Cathworks Ltd.,1
Cavanaugh Marion E,1
"CellMosaic, Inc.",1
Cellview Imaging Inc.,1
Cem Corporation,1
"Centre National de la Recherche Scientifique—CNRS, Université de Nice Sophia Antipolis",1
Centurylink Intellectual Property Llc,1
"Cercacor Laboratories, Inc.",1
Cerenion Oy,1
Ceruliean Pharma Inc.,1
"Charles Kuo, Yudong Kim",1
"Color Match, LLC",1
"Colorado State University Research Foundation, Access Sensor Technologies Llc",1
"Cambridge Research & Instrumentation, Inc.",1
Crystalplex Corporation,1
Cypress Semiconductor Corporation,1
"D-Wave Systems Inc., The University Of Toronto",1
"D-Wave Systems, Inc., The Governing Council Of The University Of Toronto",1
Daegu Gyeongbuk Institute Of Science & Technology,1
"Dai Nippon Printing Co., Ltd.",1
"Daiichi Sankyo Company, Limited, Sapporo Medical University",1
"Dali Wireless, Inc.",1
Daniel Chonghwan LEE,1
Daniel James Stoker,1
"Daniel Lee, Muhammad NAEEM",1
"Daniel M. Esbensen, Stephen M. Omohundro",1
Daniel S Klotzer,1
Data I/O Corporation,1
"Data Integrity Advisors, Llc.",1
"Datascout, Inc.",1
"David Deak, SR., David Deak, JR.",1
David H. Parker,1
David Scott Holbrook,1
"Daylight Solutions, Inc.",1
Cyber Instrument Technologies Llc,1
"Cryptography Research, Inc.",1
"Commissariat A L'energie Atomique Et Aux Energies Alternatives, Thales",1
Crypto Quantique Limited,1
Commissariat à l'énergie atomique et aux énergies alternatives,1
"Commissariat à l'énergie atomique et aux énergies alternatives, Stmicroelectronics Sa",1
Commscope Technologies Llc,1
Comsats Institute Of Information Technology,1
Consejo Superior De Investigaciones Cientificas (Csic),1
Consiglio Nazionale Delle Ricerche,1
"Cor Health, Inc.",1
"Corax Cyber Security, Inc.",1
Cord3 Innovation Inc.,1
Cornell University,1
Coulter International Corp.,1
Covidien Lp,1
"Cox Communications, Inc.",1
"Cree Research, Inc.",1
"Creeled, Inc.",1
Cromoz Inc.,1
"Crrc Zhuzhou Electric Locomotive Research Institute Co., Ltd.",1
"Crucible Intellectual Property, Llc",1
Canadian Pacific Railway Company,1
Cambridge Quantum Computing Limited,1
Azoteq (Pty) Ltd,1
"Baker Hughes, A Ge Company, Llc",1
"Bam Bundesanstalf Fuer Materialforschung Und - Pruefung, Sigma-Aldrich Gmbh",1
"Bam Bundesanstalf Fur Materialforschung Und - Prufung, Fluka Gmbh",1
Bam Bundesanstalt Fuer Materialforschung Und-Pruefung,1
Bang & Olufsen Medicom A/S,1
Battelle Memorial Institute,1
"Bauer Associates, Inc.",1
Baxter International Inc.,1
Bayer Aktiengesellschaft,1
Bbnt Solutions Llc.,1
"Bechtel Bwxt Idaho, Llc",1
"Becton, Dickinson And Company",1
"Bede Scientific, Inc.",1
"Beijing Baidu Netcom Science And Technology Co., Ltd.",1
"Beijing Boe Technology Development Co., Ltd., Boe Technology Group Co., Ltd.",1
"Beijing Guodian Tong Network Technology Co., Ltd, North China Electric Power University, State Grid Corporation Of China",1
Beijing Orient Institute Of Measurement And Test,1
"Beijing Qingying Machine Visual Technology Co., Ltd.",1
"Beijing Zhongchuangwei Quantum Communication Technological Company, Ltd.",1
Baghdady Elie J,1
"Avolare 2, Llc",1
"Bell Telephone Laboratories, Incorporated",1
Avery N. Goldstein,1
"Asm America, Inc.",1
"Asm International, N.V.",1
Asml Netherlands B. V.,1
Astrium Limited,1
Asylum Research Corporation,1
At&T Corp,1
"At&T Intellectual Property Ii, L.P.",1
"At&T Intellectual Property, Ii, L.P.",1
"At&T Mobility Ii Llc, At&T Intellectual Property I, L.P.",1
"Ati Technologies Ulc, Advanced Micro Devices, Inc.",1
AtomBeam Technologies Inc.,1
Attolight Sa,1
"Attopsemi Technology Co., Ltd",1
Auburn University,1
"Auburn University, University Of South Carolina",1
"Aurora Optics, Inc.",1
"Automotive Coalition For Traffic Safety, Inc.",1
Avago Technologies International Sales Pte. Limited,1
Avaya Management L.P.,1
Bell Telephone Labor Inc,1
"Ben Mandeville-Clarke, Danum Anthony Harris-Lusk",1
Cambridge Enterprise Limited,1
"Boe Technology Group Co., Ltd., Beijing Boe Display Technology Co., Ltd.",1
Bong Mann Kim,1
"Bostel Technologies, Llc",1
Boys Town National Research Hospital,1
"Branislav Vlahovic, Vanja Vlahovic",1
British Technology Group Limited,1
Broadcom Corporation,1
"Brookhaven Science Associates, Llc",1
"Brookhaven Science Associates, Llc, The Research Foundation For The State University Of New York",1
"Bruker Biospin Ag, ECOLE POLYTECHNIQUE FéDéRALE DE LAUSANNE",1
"Bruker Biospin Ag, Ecole polytechnique fédérale de Lausanne (EPFL)",1
"Bruker Nano, Inc.",1
Btq Ag,1
Bugatone Ltd.,1
"Butterfly Network, Inc.",1
"C.I. Kasei Company, Limited",1
C8 Medisensors Inc.,1
"California Institute Of Technology, Huntington Medical Research Institutes",1
"California Institute Of Technology, The Regents Of The University Of California, The United States Of America",1
Cambridge Display Technology,1
Boise State University,1
"Boe Technology Group Co., Ltd",1
Benq Materials Corporation,1
"Bodygram, Inc.",1
Bernard B. Katz,1
"Beyond 3, Inc.",1
Bioaxial Sas,1
"Bionano Genomics, Inc.",1
Biosense Webster (Israel) Ltd.,1
"Birdie Biopharmaceuticals, Inc.",1
Blackmore Sensors and Analytics Inc.,1
Blast Motion Inc.,1
"Blaze Bioscience, Inc.",1
Blue Photonics Inc.,1
"Blue Ridge Networks, Inc.",1
"Board Of Regents Of The University Of Nebraska, Board Of Regents, The University Of Texas System, The Research Foundation For The State University Of New York",1
Board Of Regents Of University Of Nebraska,1
Board Of Regents The University Of Texas System,1
"Board Of Regents, The Univerisity Of Texas System",1
"Board Of Regents, The University Of Texas System, Alma Mater Studiorum—Universita di Bologna",1
"Board Of Regents, University Of Texas System",1
Board Of Trustees Of The Leland Stanford Junior University,1
Bodenseewerk Perkin-Elmer Gmbh,1
DeepSig Inc.,1
"Dell Products, L.P.",1
"Dell Products, Lp",1
Glocbalfoundries Inc.,1
"Gnubio, Inc.",1
"Golden Gate Technology, Inc.",1
"Golf Impact, Llc",1
Google Inc.,1
"Government Of The United States As Represented By The Director, National Security Agency",1
"Government Of The United States, As Represented By The Director, National Security Agency",1
"Govt. Of India Anushakti Bhavan, Chatrapati Shivaji Maharaj Marg",1
Gregg Scott Jaeger,1
"Guangdong Pharmaceutical University, Guangzhou chengshun Cosmetic Products Co. Ltd.",1
Guildline Instruments Limited,1
Gwangju Institute Of Science And Technology,1
"Gwangju Institute Of Science And Technology, Inha Industry Partnership Institute",1
"H. Lee Moffitt Cancer Center And Research Institute, Inc., The Scripps Research Institute, University Of South Florida",1
HQS Quantum Simulations GmbH,1
Haibo Xu,1
HallStar Beauty and Personal Care Innovations Company,1
"Hamamatsu Photonics K.K., Inter-University Research Institute Corporation",1
"Hanmi Pharm. Co., Ltd.",1
Hc Photonics Corporation,1
Glowforge,1
Global Risk Advisors,1
Healthy.Io Ltd.,1
Gerhart Schroff,1
"Futrex, Inc.",1
"Futurewei Technologies, Inc.",1
"Fyusion, Inc.",1
GE Precision Healthcare LLC,1
Gachon University Of Industry-Academic Cooperation,1
Gachon University Of Industry-Academic Cooperation Foundation,1
"Ge Medical Systems Global Technology Company, Llc",1
Gedex Systems Inc.,1
"Gemvax & Kael Co., Ltd.",1
Gendlin; Shimon,1
"General Dynamics Advanced Information Systems, Inc.",1
"General Dynamics Mission Systems, Inc.",1
General Electric Technology Gmbh,1
Genovoxx Gmbh,1
"George Mason Intellectual Properties, Inc.",1
"Georgetown University, The Government of the United States, as Repressented by the Secretary of the Navy",1
Georgia Institute Of Technology,1
"Geoscape Analytics, Inc.",1
Geraldo Alexandre Barbosa,1
"Headway Technologies, Inc.",1
"Heesung Electronics Co., Ltd.",1
Denso Corporation,1
"Hunter Associates Laboratory, Inc.",1
Hypori Llc,1
"Hypres, Inc.",1
"IDfusion, LLC",1
"Iarmourholdings, Inc.",1
Ibm,1
Ilinois Institute Of Technology,1
"Imaging Laboratory, Inc.",1
Imec,1
"Imec Vzw, Katholieke Universiteit Leuven",1
"Imec Vzw, Universiteit Antwerpen",1
"Imec, Globalfoundries Inc.",1
"Imec, Nxp B.V.",1
"Imperial College Of Science, Technology And Medicine, Ucl Business Ltd",1
Imra America Inc.,1
"Imra America, Inc.",1
"Incipio, Llc",1
"Indian Institute Of Science Education And Research, Thiruvananthapuram (Iiser-Tvm)",1
Indian Institute Of Technology Kanpur,1
Indian Institute Of Technology Madras,1
"Hypermed Imaging, Inc.",1
"Huizhou Kdz Photoelectric Technology Co., Ltd.",1
Her Majesty The Queen In Right Of Canada,1
"Hughes Network Systems, Llc",1
"Herbert Buchner, Wolfgang Herbodt, Sascha Spors, Walter Kellerman",1
Here Global B.V.,1
Heriot-Watt University,1
Hewlett Packard Enterprise Development Lp,1
Hexagon Metrology S.P.A.,1
Hi-Z Corporation,1
Hid Global Corporation,1
Hidex Oy,1
Hifi Engineering Inc.,1
Hiroshima University,1
"Hitachi Cable, Ltd., Hitachi, Ltd.",1
Hitachi High-Tech Science Corporation,1
Hitachi Ltd.,1
Holobeam Technologies Inc.,1
Honeywell Asca Inc.,1
Honeywell Inc,1
"Hot/Shot Radar Inspections, Llc",1
Hrl Laboratories,1
Huazhong University Of Science And Technology,1
"Furukawa Electric Co., Ltd.",1
"Fundació Institut De Ciències Fotôniques, Institució Catalana De Recerca | Estudis Avançats",1
"Fundacio Institut De Ciencies Fotoniques, Institucio Catalana De Recerca I Estudis Avancats, Universidade De Vigo",1
Edward Sargent,1
"Electricite De France, Centre National De La Recherche Scientifique-Cnrs",1
